"Munic do un.saúde";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";" Total"
"270030 ARAPIRACA";"14394";"12617";"14518";"15432";"4935";"9776";"11680";"11331";"11735";"13268";"119686"
"270040 ATALAIA";"143";"0";"0";"1824";"926";"1799";"2120";"2978";"2827";"2211";"14828"
"270050 BARRA DE SANTO ANTONIO";"161";"971";"910";"974";"538";"737";"745";"1073";"804";"732";"7645"
"270060 BARRA DE SAO MIGUEL";"0";"0";"420";"505";"263";"592";"553";"681";"439";"462";"3915"
"270070 BATALHA";"578";"477";"858";"905";"366";"604";"603";"764";"556";"204";"5915"
"270080 BELEM";"0";"207";"223";"364";"219";"413";"406";"391";"293";"359";"2875"
"270090 BELO MONTE";"302";"405";"461";"351";"315";"482";"559";"526";"316";"767";"4484"
"270100 BOCA DA MATA";"638";"1392";"1827";"1566";"909";"1508";"1127";"1434";"1079";"983";"12463"
"270110 BRANQUINHA";"662";"888";"712";"758";"270";"1057";"931";"1272";"825";"666";"8041"
"270120 CACIMBINHAS";"304";"317";"261";"464";"281";"353";"625";"878";"672";"589";"4744"
"270130 CAJUEIRO";"0";"864";"877";"1208";"622";"728";"584";"934";"852";"614";"7283"
"270135 CAMPESTRE";"0";"0";"0";"0";"0";"72";"181";"275";"238";"296";"1062"
"270140 CAMPO ALEGRE";"3033";"3557";"3570";"3882";"2258";"4402";"3784";"2826";"2182";"3091";"32585"
"270150 CAMPO GRANDE";"116";"218";"180";"198";"145";"220";"410";"361";"338";"298";"2484"
"270160 CANAPI";"199";"551";"868";"1072";"970";"1533";"1337";"1525";"1069";"1142";"10266"
"270170 CAPELA";"90";"853";"978";"1239";"687";"1191";"1323";"1285";"1086";"1064";"9796"
"270180 CARNEIROS";"53";"166";"198";"270";"74";"163";"328";"1165";"1336";"1370";"5123"
"270190 CHA PRETA";"0";"15";"90";"181";"68";"622";"643";"657";"469";"479";"3224"
"270200 COITE DO NOIA";"700";"461";"827";"595";"685";"316";"444";"444";"288";"376";"5136"
"270210 COLONIA LEOPOLDINA";"1088";"1224";"951";"975";"591";"563";"885";"777";"642";"882";"8578"
"270220 COQUEIRO SECO";"156";"451";"628";"546";"342";"854";"556";"630";"536";"533";"5232"
"270230 CORURIPE";"0";"1474";"1878";"4215";"1625";"3811";"4067";"4524";"3737";"3693";"29024"
"270235 CRAIBAS";"674";"1318";"1012";"730";"658";"797";"1387";"1849";"1191";"1031";"10647"
"270240 DELMIRO GOUVEIA";"2392";"1902";"1752";"2409";"1010";"1661";"2532";"5086";"3541";"3563";"25848"
"270250 DOIS RIACHOS";"234";"620";"671";"690";"261";"774";"607";"692";"590";"496";"5635"
"270255 ESTRELA DE ALAGOAS";"0";"444";"521";"434";"609";"542";"796";"629";"564";"868";"5407"
"270260 FEIRA GRANDE";"359";"842";"606";"1288";"507";"926";"2086";"1293";"1314";"1389";"10610"
"270270 FELIZ DESERTO";"88";"307";"310";"410";"112";"403";"448";"384";"351";"391";"3204"
"270280 FLEXEIRAS";"0";"318";"909";"658";"354";"444";"922";"740";"584";"646";"5575"
"270290 GIRAU DO PONCIANO";"1079";"143";"398";"62";"13";"0";"0";"0";"0";"197";"1892"
"270300 IBATEGUARA";"24";"0";"398";"392";"194";"803";"728";"857";"896";"741";"5033"
"270310 IGACI";"0";"689";"1217";"1309";"623";"905";"1530";"1967";"1685";"1380";"11305"
"270320 IGREJA NOVA";"1188";"941";"2161";"2722";"2018";"2421";"1933";"2562";"2448";"2095";"20489"
"270330 INHAPI";"710";"986";"790";"511";"350";"845";"1776";"1381";"1335";"1807";"10491"
"270340 JACARE DOS HOMENS";"114";"331";"359";"420";"243";"422";"429";"356";"423";"376";"3473"
"270360 JAPARATINGA";"89";"339";"246";"285";"53";"178";"543";"553";"394";"397";"3077"
"270370 JARAMATAIA";"394";"197";"276";"287";"112";"183";"432";"331";"386";"210";"2808"
"270375 JEQUIA DA PRAIA";"286";"672";"847";"2223";"389";"1288";"951";"736";"692";"788";"8872"
"270380 JOAQUIM GOMES";"485";"1244";"1192";"1482";"954";"1363";"1107";"1291";"825";"1055";"10998"
"270390 JUNDIA";"0";"60";"0";"1";"0";"0";"0";"0";"0";"0";"61"
"270400 JUNQUEIRO";"1565";"1652";"1482";"1342";"1467";"1519";"1746";"1457";"1418";"1201";"14849"
"270410 LAGOA DA CANOA";"354";"847";"1417";"1281";"727";"893";"1733";"1569";"1237";"1635";"11693"
"270420 LIMOEIRO DE ANADIA";"118";"440";"348";"412";"272";"1114";"1507";"2584";"2700";"2208";"11703"
"270430 MACEIO";"15211";"29432";"43925";"45230";"26190";"35756";"38021";"44849";"40551";"48481";"367646"
"270440 MAJOR ISIDORO";"562";"908";"970";"869";"361";"767";"933";"1176";"1982";"1475";"10003"
"270450 MARAGOGI";"19";"372";"1266";"2250";"1626";"1152";"1224";"1420";"1408";"1830";"12567"
"270460 MARAVILHA";"175";"567";"599";"537";"329";"452";"494";"893";"580";"583";"5209"
"270470 MARECHAL DEODORO";"796";"2165";"3681";"3032";"1336";"3352";"2688";"4787";"4281";"2980";"29098"
"270480 MARIBONDO";"0";"215";"221";"480";"241";"326";"336";"568";"425";"459";"3271"
"270490 MAR VERMELHO";"10";"108";"161";"118";"113";"374";"398";"264";"125";"213";"1884"
"270500 MATA GRANDE";"1448";"1174";"1371";"1198";"888";"1254";"1786";"1500";"1097";"1948";"13664"
"270510 MATRIZ DE CAMARAGIBE";"612";"1223";"923";"1070";"432";"955";"1043";"1228";"903";"1002";"9391"
"270520 MESSIAS";"682";"1116";"1152";"1173";"673";"1459";"1029";"1606";"1161";"1095";"11146"
"270530 MINADOR DO NEGRAO";"0";"243";"244";"172";"161";"105";"248";"238";"174";"191";"1776"
"270540 MONTEIROPOLIS";"184";"493";"466";"490";"248";"492";"686";"396";"445";"404";"4304"
"270550 MURICI";"0";"110";"956";"441";"0";"622";"0";"1685";"1421";"1088";"6323"
"270560 NOVO LINO";"0";"321";"510";"515";"171";"610";"485";"567";"382";"341";"3902"
"270570 OLHO D\'AGUA DAS FLORES";"0";"846";"1198";"1468";"927";"1389";"1640";"1743";"1397";"1401";"12009"
"270580 OLHO D\'AGUA DO CASADO";"330";"483";"480";"516";"185";"455";"468";"754";"590";"447";"4708"
"270590 OLHO D\'AGUA GRANDE";"226";"343";"327";"395";"88";"226";"84";"234";"108";"275";"2306"
"270600 OLIVENCA";"375";"442";"619";"773";"174";"97";"807";"1108";"623";"839";"5857"
"270610 OURO BRANCO";"216";"236";"237";"258";"57";"474";"522";"861";"581";"372";"3814"
"270620 PALESTINA";"82";"196";"217";"226";"151";"330";"456";"408";"347";"448";"2861"
"270630 PALMEIRA DOS INDIOS";"0";"2594";"3049";"3269";"2066";"3233";"3454";"4801";"3950";"3375";"29791"
"270640 PAO DE ACUCAR";"942";"952";"1499";"1508";"753";"876";"829";"1688";"1200";"1614";"11861"
"270642 PARICONHA";"774";"911";"821";"1027";"621";"704";"716";"854";"817";"819";"8064"
"270644 PARIPUEIRA";"157";"427";"508";"575";"173";"586";"551";"757";"773";"1114";"5621"
"270650 PASSO DE CAMARAGIBE";"0";"322";"434";"473";"210";"435";"557";"638";"451";"658";"4178"
"270660 PAULO JACINTO";"0";"0";"237";"752";"568";"547";"755";"608";"533";"695";"4695"
"270670 PENEDO";"2209";"4789";"6119";"8053";"2947";"6733";"6041";"7758";"7120";"6461";"58230"
"270680 PIACABUCU";"532";"660";"983";"1442";"982";"1149";"1511";"1535";"1433";"1223";"11450"
"270690 PILAR";"823";"2035";"2624";"2442";"1578";"2617";"3258";"3050";"2310";"2517";"23254"
"270700 PINDOBA";"0";"291";"257";"357";"94";"168";"183";"122";"102";"104";"1678"
"270710 PIRANHAS";"148";"1089";"1064";"1066";"289";"1628";"1411";"2049";"1526";"1359";"11629"
"270720 POCO DAS TRINCHEIRAS";"171";"321";"306";"552";"187";"301";"486";"334";"565";"464";"3687"
"270730 PORTO CALVO";"3";"1898";"2026";"2020";"916";"1532";"1496";"2164";"1562";"1412";"15029"
"270740 PORTO DE PEDRAS";"0";"475";"525";"495";"271";"608";"470";"540";"421";"155";"3960"
"270750 PORTO REAL DO COLEGIO";"0";"0";"0";"1";"0";"465";"1109";"941";"913";"916";"4345"
"270760 QUEBRANGULO";"501";"0";"243";"783";"333";"612";"708";"855";"945";"802";"5782"
"270770 RIO LARGO";"1078";"1430";"2578";"3613";"2063";"3596";"6396";"6835";"6242";"7544";"41375"
"270780 ROTEIRO";"142";"188";"196";"294";"79";"458";"155";"194";"215";"116";"2037"
"270790 SANTA LUZIA DO NORTE";"280";"427";"286";"503";"277";"516";"695";"872";"732";"489";"5077"
"270800 SANTANA DO IPANEMA";"877";"2282";"3500";"4547";"1921";"5632";"4222";"3665";"3091";"3980";"33717"
"270810 SANTANA DO MUNDAU";"13";"212";"737";"735";"335";"911";"951";"527";"526";"799";"5746"
"270820 SAO BRAS";"309";"370";"379";"248";"60";"339";"400";"593";"355";"378";"3431"
"270830 SAO JOSE DA LAJE";"0";"0";"0";"0";"115";"909";"1263";"1575";"1391";"1229";"6482"
"270840 SAO JOSE DA TAPERA";"355";"1456";"1696";"1809";"874";"2004";"2416";"2350";"2276";"1981";"17217"
"270850 SAO LUIS DO QUITUNDE";"376";"797";"1098";"1730";"1096";"1325";"1292";"1651";"1110";"967";"11442"
"270860 SAO MIGUEL DOS CAMPOS";"1";"0";"99";"4220";"1965";"4538";"3643";"5402";"3594";"3659";"27121"
"270870 SAO MIGUEL DOS MILAGRES";"146";"414";"288";"288";"225";"410";"817";"350";"296";"345";"3579"
"270880 SAO SEBASTIAO";"962";"1512";"1658";"3385";"1557";"1861";"2003";"1604";"2113";"2296";"18951"
"270890 SATUBA";"667";"523";"889";"877";"288";"973";"850";"1122";"1220";"1017";"8426"
"270895 SENADOR RUI PALMEIRA";"262";"130";"831";"1075";"563";"882";"843";"1482";"723";"715";"7506"
"270900 TANQUE D\'ARCA";"173";"205";"261";"171";"205";"375";"230";"285";"256";"271";"2432"
"270910 TAQUARANA";"348";"379";"38";"703";"339";"733";"701";"1696";"929";"938";"6804"
"270915 TEOTONIO VILELA";"3078";"5144";"5170";"5364";"4687";"5627";"6372";"5626";"5097";"4774";"50939"
"270920 TRAIPU";"478";"436";"414";"577";"301";"777";"1920";"1077";"876";"1223";"8079"
"270930 UNIAO DOS PALMARES";"464";"3232";"3844";"3253";"2174";"4242";"3595";"4706";"4715";"3743";"33968"
"270940 VICOSA";"156";"656";"1630";"2332";"872";"2130";"1626";"1389";"1188";"1525";"13504"
"280010 AMPARO DE SAO FRANCISCO";"81";"62";"132";"131";"18";"77";"95";"75";"99";"95";"865"
"280020 AQUIDABA";"1007";"976";"859";"776";"200";"748";"732";"906";"612";"620";"7436"
"280030 ARACAJU";"20155";"21545";"26336";"24034";"15987";"28671";"25382";"31952";"29791";"25659";"249512"
"280040 ARAUA";"839";"659";"0";"4";"0";"0";"584";"1669";"1088";"652";"5495"
"280050 AREIA BRANCA";"627";"718";"751";"685";"478";"454";"603";"698";"453";"657";"6124"
"280060 BARRA DOS COQUEIROS";"1760";"1064";"603";"1369";"981";"985";"899";"1694";"1577";"1404";"12336"
"280067 BOQUIM";"1435";"1230";"1688";"1328";"1069";"1411";"1175";"1510";"1110";"1156";"13112"
"280070 BREJO GRANDE";"235";"104";"342";"395";"120";"596";"446";"339";"354";"296";"3227"
"280100 CAMPO DO BRITO";"577";"644";"823";"1005";"333";"922";"809";"799";"877";"1025";"7814"
"280110 CANHOBA";"236";"187";"151";"226";"48";"119";"216";"161";"64";"36";"1444"
"280120 CANINDE DE SAO FRANCISCO";"543";"472";"1341";"970";"364";"1984";"1885";"1288";"1195";"1859";"11901"
"280130 CAPELA";"926";"1460";"1695";"1523";"840";"1555";"1783";"2343";"1404";"1334";"14863"
"280140 CARIRA";"570";"566";"866";"569";"394";"422";"548";"936";"737";"873";"6481"
"280150 CARMOPOLIS";"590";"476";"309";"42";"308";"636";"608";"784";"0";"0";"3753"
"280160 CEDRO DE SAO JOAO";"588";"497";"531";"560";"261";"463";"336";"267";"274";"206";"3983"
"280170 CRISTINAPOLIS";"310";"306";"0";"0";"0";"0";"517";"2209";"620";"512";"4474"
"280190 CUMBE";"344";"294";"315";"286";"164";"301";"246";"269";"207";"91";"2517"
"280200 DIVINA PASTORA";"191";"273";"185";"0";"0";"0";"0";"0";"0";"0";"649"
"280210 ESTANCIA";"3872";"3954";"3653";"4844";"1170";"3122";"2723";"2450";"2867";"3742";"32397"
